treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
AB,HOK,HOK ,SEK,A,2,4,5,4B,4320,0.53175
P,SEK,HOK ,SEK,H,2,4,5,4C,4320,0.26975
AB,SEK,HOK ,SEK,H,2,4,5,4D,4320,1.22775
P,SEK,SEK ,SEK,H,2,4,5,4E,4320,0.46175
AB,SEK,SEK ,SEK,H,2,4,5,4F,4320,0.37575
P,HOK,SEK ,SEK,A,2,4,5,4G,4320,0.57575
AB,HOK,SEK ,SEK,A,2,4,5,4H,4320,0.25175
P,HOK,HOK ,SEK,A,2,4,5,5A,4320,1.17275
AB,HOK,HOK ,SEK,A,2,4,5,5B,4320,1.36975
P,SEK,HOK ,SEK,H,2,4,5,5C,4320,2.02575
AB,SEK,HOK ,SEK,H,2,4,5,5D,4320,0.76275
P,SEK,SEK ,SEK,H,2,4,5,5E,4320,1.88375
AB,SEK,SEK ,SEK,H,2,4,5,5F,4320,0.88975
P,HOK,SEK ,SEK,A,2,4,5,5G,4320,0.85675
AB,HOK,SEK ,SEK,A,2,4,5,5H,4320,1.13475
P,HOK,HOK ,HOK,H,2,4,5,6A,4320,0.45575
AB,HOK,HOK ,HOK,H,2,4,5,6B,4320,0.52775
P,SEK,HOK ,HOK,A,2,4,5,6C,4320,0.53775
AB,SEK,HOK ,HOK,A,2,4,5,6D,4320,0.88075
P,SEK,SEK ,HOK,A,2,4,5,6E,4320,1.35475
AB,SEK,SEK ,HOK,A,2,4,5,6F,4320,1.16875
P,HOK,SEK ,HOK,H,2,4,5,6G,4320,0.37575
AB,HOK,SEK ,HOK,H,2,4,5,6H,4320,0.89475
P,HOK,HOK ,HOK,H,2,3,5,7A,4320,0.84575
AB,HOK,HOK ,HOK,H,2,3,5,7B,4320,0.15975
P,SEK,HOK ,HOK,A,2,3,5,7C,4320,0.38475
AB,SEK,HOK ,HOK,A,2,3,5,7D,4320,0.32075
P,SEK,SEK ,HOK,A,2,3,5,7E,4320,0.97275
AB,SEK,SEK ,HOK,A,2,3,5,7F,4320,0.71275
P,HOK,SEK ,HOK,H,2,3,5,7G,4320,1.58675
AB,HOK,SEK ,HOK,H,2,3,5,7H,4320,0.96575
P,HOK,HOK ,HOK,H,2,3,5,8A,4320,0.48275
AB,HOK,HOK ,HOK,H,2,3,5,8B,4320,0.21375
P,SEK,HOK ,HOK,A,2,3,5,8C,4320,0.37875
AB,SEK,HOK ,HOK,A,2,3,5,8D,4320,0.37275
P,SEK,SEK ,HOK,A,2,3,5,8E,4320,1.59975
AB,SEK,SEK ,HOK,A,2,3,5,8F,4320,0.22275
P,HOK,SEK ,HOK,H,2,3,5,8G,4320,0.53675
AB,HOK,SEK ,HOK,H,2,3,5,8H,4320,0.49875
P,HOK,HOK ,HOK,H,2,3,5,9A,4320,0.70175
AB,HOK,HOK ,HOK,H,2,3,5,9B,4320,0.58675
P,SEK,HOK ,HOK,A,2,3,5,9C,4320,0.65475
AB,SEK,HOK ,HOK,A,2,3,5,9D,4320,0.58475
P,SEK,SEK ,HOK,A,2,3,5,9E,4320,0.69275
AB,SEK,SEK ,HOK,A,2,3,5,9F,4320,0.57075
P,HOK,SEK ,HOK,H,2,3,5,9G,4320,0.82475
AB,HOK,SEK ,HOK,H,2,3,5,9H,4320,0.60075
P,HOK,HOK ,HOK,H,2,2,5,10A,4320,0.69175
AB,HOK,HOK ,HOK,H,2,2,5,10B,4320,1.61375
P,SEK,HOK ,HOK,A,2,2,5,10C,4320,1.08475
AB,SEK,HOK ,HOK,A,2,2,5,10D,4320,1.28775
P,SEK,SEK ,HOK,A,2,2,5,10E,4320,0.88775
AB,SEK,SEK ,HOK,A,2,2,5,10F,4320,0.65775
P,HOK,SEK ,HOK,H,2,2,5,10G,4320,1.52775
AB,HOK,SEK ,HOK,H,2,2,5,10H,4320,1.11175
P,HOK,HOK ,SEK,A,1,5,5,1A,4320,0.823
AB,HOK,HOK ,SEK,A,1,5,5,1B,4320,0.488
P,SEK,HOK ,SEK,H,1,5,5,1C,4320,0.415
AB,SEK,HOK ,SEK,H,1,5,5,1D,4320,1.498
P,SEK,SEK ,SEK,H,1,5,5,1E,4320,0.454
AB,SEK,SEK ,SEK,H,1,5,5,1F,4320,0.269
P,HOK,SEK ,SEK,A,1,5,5,1G,4320,1.293
AB,HOK,SEK ,SEK,A,1,5,5,1H,4320,0.543
P,HOK,HOK ,SEK,A,1,5,5,2A,4320,0.848
AB,HOK,HOK ,SEK,A,1,1,5,2B,4320,1.301
P,SEK,HOK ,SEK,H,1,1,5,2C,4320,0.94
AB,SEK,HOK ,SEK,H,1,1,5,2D,4320,0.964
P,SEK,SEK ,SEK,H,1,1,5,2E,4320,1.616
AB,SEK,SEK ,SEK,H,1,1,5,2F,4320,0.44
P,HOK,SEK ,SEK,A,1,1,5,2G,4320,0.621
AB,HOK,SEK ,SEK,A,1,1,5,2H,4320,0.985
P,HOK,HOK ,SEK,A,1,1,5,3A,4320,1.657
AB,HOK,HOK ,SEK,A,1,1,5,3B,4320,0.23
P,SEK,HOK ,SEK,H,1,1,5,3C,4320,1.417
AB,SEK,HOK ,SEK,H,1,1,5,3D,4320,0.235
P,SEK,SEK ,SEK,H,1,1,5,3E,4320,1.226
AB,SEK,SEK ,SEK,H,1,1,5,3F,4320,0.871
P,HOK,SEK ,SEK,A,1,1,5,3G,4320,1.321
AB,HOK,SEK ,SEK,A,1,1,5,3H,4320,0.381
P,HOK,HOK ,SEK,A,1,1,5,4A,4320,0.558
AB,HOK,HOK ,SEK,A,1,1,5,4B,4320,0.642
P,SEK,HOK ,SEK,H,1,1,5,4C,4320,0.789
AB,SEK,HOK ,SEK,H,1,1,5,4D,4320,0.469
P,SEK,SEK ,SEK,H,1,1,5,4E,4320,0.456
AB,SEK,SEK ,SEK,H,1,1,5,4F,4320,0.268
P,HOK,SEK ,SEK,A,1,1,5,4G,4320,1.475
AB,HOK,SEK ,SEK,A,1,1,5,4H,4320,0.53
P,HOK,HOK ,SEK,A,1,1,5,5A,4320,0.397
AB,HOK,HOK ,SEK,A,1,1,5,5B,4320,0.908
P,SEK,HOK ,SEK,H,1,1,5,5C,4320,0.936
AB,SEK,HOK ,SEK,H,1,1,5,5D,4320,1.529
P,SEK,SEK ,SEK,H,1,1,5,5E,4320,0.4
AB,SEK,SEK ,SEK,H,1,1,5,5F,4320,0.529
P,HOK,SEK ,SEK,A,1,1,5,5G,4320,0.721
AB,HOK,SEK ,SEK,A,1,1,5,5H,4320,0.817
P,HOK,HOK ,HOK,H,1,5,5,6A,4320,0.629
AB,HOK,HOK ,HOK,H,1,5,5,6B,4320,0.159
P,SEK,HOK ,HOK,A,1,5,5,6C,4320,0.879
AB,SEK,HOK ,HOK,A,1,5,5,6D,4320,0.678
P,SEK,SEK ,HOK,A,1,5,5,6E,4320,0.655
AB,SEK,SEK ,HOK,A,1,5,5,6F,4320,1.381
P,HOK,SEK ,HOK,H,1,5,5,6G,4320,0.985
AB,HOK,SEK ,HOK,H,1,5,5,6H,4320,0.586
P,HOK,HOK ,HOK,H,1,5,5,7A,4320,0.641
AB,HOK,HOK ,HOK,H,1,5,5,7B,4320,0.384
P,SEK,HOK ,HOK,A,1,5,5,7C,4320,1.514
AB,SEK,HOK ,HOK,A,1,5,5,7D,4320,0.294
P,SEK,SEK ,HOK,A,1,5,5,7E,4320,1.173
AB,SEK,SEK ,HOK,A,1,5,5,7F,4320,0.36
P,HOK,SEK ,HOK,H,1,5,5,7G,4320,0.282
AB,HOK,SEK ,HOK,H,1,5,5,7H,4320,0.666
P,HOK,HOK ,HOK,H,1,5,5,8A,4320,0.536
AB,HOK,HOK ,HOK,H,1,5,5,8B,4320,0.327
P,SEK,HOK ,HOK,A,1,5,5,8C,4320,0.286
AB,SEK,HOK ,HOK,A,1,5,5,8D,4320,0.277
P,SEK,SEK ,HOK,A,1,5,5,8E,4320,0.649
AB,SEK,SEK ,HOK,A,1,5,5,8F,4320,0.595
P,HOK,SEK ,HOK,H,1,5,5,8G,4320,0.509
AB,HOK,SEK ,HOK,H,1,5,5,8H,4320,0.435
P,HOK,HOK ,HOK,H,1,4,5,9A,4320,0.835
AB,HOK,HOK ,HOK,H,1,4,5,9B,4320,0.584
P,SEK,HOK ,HOK,A,1,4,5,9C,4320,0.558
AB,SEK,HOK ,HOK,A,1,4,5,9D,4320,0.528
P,SEK,SEK ,HOK,A,1,4,5,9E,4320,0.388
AB,SEK,SEK ,HOK,A,1,4,5,9FR,4320,0.553
P,HOK,SEK ,HOK,H,1,4,5,9G,4320,1.743
AB,HOK,SEK ,HOK,H,1,4,5,9H,4320,1.936
P,HOK,HOK ,HOK,H,1,4,5,10A,4320,1.009
AB,HOK,HOK ,HOK,H,1,4,5,10B,4320,1.484
P,SEK,HOK ,HOK,A,1,4,5,10C,4320,0.554
AB,SEK,HOK ,HOK,A,1,4,5,10D,4320,1.43
P,SEK,SEK ,HOK,A,1,4,5,10E,4320,0.565
AB,SEK,SEK ,HOK,A,1,4,5,10F,4320,0.39
P,HOK,SEK ,HOK,H,1,4,5,10G,4320,0.466
AB,HOK,SEK ,HOK,H,1,4,5,10H,4320,0.489
